# Generated with codectest (time: 467min)

Tools detected:
+ mencoder dev-SVN-r26753-4.1.2
+ mkvmerge v2.2.0
+ mp4creator 1.5.0.1
+ mplayer dev-SVN-r26753-4.1.2
+ ogmmerge v1.5
+ undvd 0.6.1

+-------------+-------------+-------------+-------------+
| container   | vcodec      | acodec      | status      |
| mov         | mpeg1video  | libamr_wb   | enc_failed  |
| mov         | mpeg1video  | mp2         | ok          |
| mov         | mpeg1video  | mp3         | ok          |
| mov         | mpeg1video  | roq_dpcm    | enc_failed  |
| mov         | mpeg1video  | sonic       | ok          |
| mov         | mpeg1video  | sonicls     | ok          |
| mov         | mpeg1video  | vorbis      | ok          |
| mov         | mpeg1video  | wmav1       | enc_failed  |
| mov         | mpeg1video  | wmav2       | enc_failed  |
| mov         | mpeg2video  | aac         | ok          |
| mov         | mpeg2video  | ac3         | ok          |
| mov         | mpeg2video  | flac        | ok          |
| mov         | mpeg2video  | g726        | enc_failed  |
| mov         | mpeg2video  | libamr_nb   | enc_failed  |
| mov         | mpeg2video  | libamr_wb   | enc_failed  |
| mov         | mpeg2video  | mp2         | ok          |
| mov         | mpeg2video  | mp3         | ok          |
| mov         | mpeg2video  | roq_dpcm    | enc_failed  |
| mov         | mpeg2video  | sonic       | ok          |
| mov         | mpeg2video  | sonicls     | ok          |
| mov         | mpeg2video  | vorbis      | ok          |
| mov         | mpeg2video  | wmav1       | enc_failed  |
| mov         | mpeg2video  | wmav2       | enc_failed  |
| mov         | mpeg4       | aac         | ok          |
| mov         | mpeg4       | ac3         | ok          |
| mov         | mpeg4       | flac        | ok          |
| mov         | mpeg4       | g726        | enc_failed  |
| mov         | mpeg4       | libamr_nb   | enc_failed  |
| mov         | mpeg4       | libamr_wb   | enc_failed  |
| mov         | mpeg4       | mp2         | ok          |
| mov         | mpeg4       | mp3         | ok          |
| mov         | mpeg4       | roq_dpcm    | enc_failed  |
| mov         | mpeg4       | sonic       | ok          |
| mov         | mpeg4       | sonicls     | ok          |
| mov         | mpeg4       | vorbis      | ok          |
| mov         | mpeg4       | wmav1       | enc_failed  |
| mov         | mpeg4       | wmav2       | enc_failed  |
| mov         | msmpeg4     | aac         | ok          |
| mov         | msmpeg4     | ac3         | ok          |
| mov         | msmpeg4     | flac        | ok          |
| mov         | msmpeg4     | g726        | enc_failed  |
| mov         | msmpeg4     | libamr_nb   | enc_failed  |
| mov         | msmpeg4     | libamr_wb   | enc_failed  |
| mov         | msmpeg4     | mp2         | ok          |
| mov         | msmpeg4     | mp3         | ok          |
| mov         | msmpeg4     | roq_dpcm    | enc_failed  |
| mov         | msmpeg4     | sonic       | ok          |
| mov         | msmpeg4     | sonicls     | ok          |
| mov         | msmpeg4     | vorbis      | ok          |
| mov         | msmpeg4     | wmav1       | enc_failed  |
| mov         | msmpeg4     | wmav2       | enc_failed  |
| mov         | msmpeg4v2   | aac         | ok          |
| mov         | msmpeg4v2   | ac3         | ok          |
| mov         | msmpeg4v2   | flac        | ok          |
| mov         | msmpeg4v2   | g726        | enc_failed  |
| mov         | msmpeg4v2   | libamr_nb   | enc_failed  |
| mov         | msmpeg4v2   | libamr_wb   | enc_failed  |
| mov         | msmpeg4v2   | mp2         | ok          |
| mov         | msmpeg4v2   | mp3         | ok          |
| mov         | msmpeg4v2   | roq_dpcm    | enc_failed  |
| mov         | msmpeg4v2   | sonic       | ok          |
| mov         | msmpeg4v2   | sonicls     | ok          |
| mov         | msmpeg4v2   | vorbis      | ok          |
| mov         | msmpeg4v2   | wmav1       | enc_failed  |
| mov         | msmpeg4v2   | wmav2       | enc_failed  |
| mov         | roqvideo    | aac         | enc_failed  |
| mov         | roqvideo    | ac3         | enc_failed  |
| mov         | roqvideo    | flac        | enc_failed  |
| mov         | roqvideo    | g726        | enc_failed  |
| mov         | roqvideo    | libamr_nb   | enc_failed  |
| mov         | roqvideo    | libamr_wb   | enc_failed  |
| mov         | roqvideo    | mp2         | enc_failed  |
| mov         | roqvideo    | mp3         | enc_failed  |
| mov         | roqvideo    | roq_dpcm    | enc_failed  |
| mov         | roqvideo    | sonic       | enc_failed  |
| mov         | roqvideo    | sonicls     | enc_failed  |
| mov         | roqvideo    | vorbis      | enc_failed  |
| mov         | roqvideo    | wmav1       | enc_failed  |
| mov         | roqvideo    | wmav2       | enc_failed  |
| mov         | rv10        | aac         | ok          |
| mov         | rv10        | ac3         | ok          |
| mov         | rv10        | flac        | ok          |
| mov         | rv10        | g726        | enc_failed  |
| mov         | rv10        | libamr_nb   | enc_failed  |
| mov         | rv10        | libamr_wb   | enc_failed  |
| mov         | rv10        | mp2         | ok          |
| mov         | rv10        | mp3         | ok          |
| mov         | rv10        | roq_dpcm    | enc_failed  |
| mov         | rv10        | sonic       | ok          |
| mov         | rv10        | sonicls     | ok          |
| mov         | rv10        | vorbis      | ok          |
| mov         | rv10        | wmav1       | enc_failed  |
| mov         | rv10        | wmav2       | enc_failed  |
| mov         | snow        | aac         | enc_failed  |
| mov         | snow        | ac3         | enc_failed  |
| mov         | snow        | flac        | enc_failed  |
| mov         | snow        | g726        | enc_failed  |
| mov         | snow        | libamr_nb   | enc_failed  |
| mov         | snow        | libamr_wb   | enc_failed  |
| mov         | snow        | mp2         | enc_failed  |
| mov         | snow        | mp3         | enc_failed  |
| mov         | snow        | roq_dpcm    | enc_failed  |
| mov         | snow        | sonic       | enc_failed  |
| mov         | snow        | sonicls     | enc_failed  |
| mov         | snow        | vorbis      | enc_failed  |
| mov         | snow        | wmav1       | enc_failed  |
| mov         | snow        | wmav2       | enc_failed  |
| mov         | svq1        | aac         | ok          |
| mov         | svq1        | ac3         | ok          |
| mov         | svq1        | flac        | ok          |
| mov         | svq1        | g726        | enc_failed  |
| mov         | svq1        | libamr_nb   | enc_failed  |
| mov         | svq1        | libamr_wb   | enc_failed  |
| mov         | svq1        | mp2         | ok          |
| mov         | svq1        | mp3         | ok          |
| mov         | svq1        | roq_dpcm    | enc_failed  |
| mov         | svq1        | sonic       | ok          |
| mov         | svq1        | sonicls     | ok          |
| mov         | svq1        | vorbis      | ok          |
| mov         | svq1        | wmav1       | enc_failed  |
| mov         | svq1        | wmav2       | enc_failed  |
| mov         | wmv1        | aac         | ok          |
| mov         | wmv1        | ac3         | ok          |
| mov         | wmv1        | flac        | ok          |
| mov         | wmv1        | g726        | enc_failed  |
| mov         | wmv1        | libamr_nb   | enc_failed  |
| mov         | wmv1        | libamr_wb   | enc_failed  |
| mov         | wmv1        | mp2         | ok          |
| mov         | wmv1        | mp3         | ok          |
| mov         | wmv1        | roq_dpcm    | enc_failed  |
| mov         | wmv1        | sonic       | ok          |
| mov         | wmv1        | sonicls     | ok          |
| mov         | wmv1        | vorbis      | ok          |
| mov         | wmv1        | wmav1       | enc_failed  |
| mov         | wmv1        | wmav2       | enc_failed  |
| mov         | wmv2        | aac         | ok          |
| mov         | wmv2        | ac3         | ok          |
| mov         | wmv2        | flac        | ok          |
| mov         | wmv2        | g726        | enc_failed  |
| mov         | wmv2        | libamr_nb   | enc_failed  |
| mov         | wmv2        | libamr_wb   | enc_failed  |
| mov         | wmv2        | mp2         | ok          |
| mov         | wmv2        | mp3         | ok          |
| mov         | wmv2        | roq_dpcm    | enc_failed  |
| mov         | wmv2        | sonic       | ok          |
| mov         | wmv2        | sonicls     | ok          |
| mov         | wmv2        | vorbis      | ok          |
| mov         | wmv2        | wmav1       | enc_failed  |
| mov         | wmv2        | wmav2       | enc_failed  |
| mov         | xvid        | aac         | ok          |
| mov         | xvid        | ac3         | ok          |
| mov         | xvid        | flac        | ok          |
| mov         | xvid        | g726        | enc_failed  |
| mov         | xvid        | libamr_nb   | enc_failed  |
| mov         | xvid        | libamr_wb   | enc_failed  |
| mov         | xvid        | mp2         | ok          |
| mov         | xvid        | mp3         | ok          |
| mov         | xvid        | roq_dpcm    | enc_failed  |
| mov         | xvid        | sonic       | ok          |
| mov         | xvid        | sonicls     | ok          |
| mov         | xvid        | vorbis      | ok          |
| mov         | xvid        | wmav1       | enc_failed  |
| mov         | xvid        | wmav2       | enc_failed  |
| mpg         | asv1        | aac         | enc_failed  |
| mpg         | asv1        | ac3         | enc_failed  |
| mpg         | asv1        | flac        | enc_failed  |
| mpg         | asv1        | g726        | enc_failed  |
| mpg         | asv1        | libamr_nb   | enc_failed  |
| mpg         | asv1        | libamr_wb   | enc_failed  |
| mpg         | asv1        | mp2         | enc_failed  |
| mpg         | asv1        | mp3         | enc_failed  |
| mpg         | asv1        | roq_dpcm    | enc_failed  |
| mpg         | asv1        | sonic       | enc_failed  |
| mpg         | asv1        | sonicls     | enc_failed  |
| mpg         | asv1        | vorbis      | enc_failed  |
| mpg         | asv1        | wmav1       | enc_failed  |
| mpg         | asv1        | wmav2       | enc_failed  |
| mpg         | asv2        | aac         | enc_failed  |
| mpg         | asv2        | ac3         | enc_failed  |
| mpg         | asv2        | flac        | enc_failed  |
| mpg         | asv2        | g726        | enc_failed  |
| mpg         | asv2        | libamr_nb   | enc_failed  |
| mpg         | asv2        | libamr_wb   | enc_failed  |
| mpg         | asv2        | mp2         | enc_failed  |
| mpg         | asv2        | mp3         | enc_failed  |
| mpg         | asv2        | roq_dpcm    | enc_failed  |
| mpg         | asv2        | sonic       | enc_failed  |
| mpg         | asv2        | sonicls     | enc_failed  |
| mpg         | asv2        | vorbis      | enc_failed  |
| mpg         | asv2        | wmav1       | enc_failed  |
| mpg         | asv2        | wmav2       | enc_failed  |
| mpg         | dvvideo     | aac         | enc_failed  |
| mpg         | dvvideo     | ac3         | enc_failed  |
| mpg         | dvvideo     | flac        | enc_failed  |
| mpg         | dvvideo     | g726        | enc_failed  |
| mpg         | dvvideo     | libamr_nb   | enc_failed  |
| mpg         | dvvideo     | libamr_wb   | enc_failed  |
| mpg         | dvvideo     | mp2         | enc_failed  |
| mpg         | dvvideo     | mp3         | enc_failed  |
| mpg         | dvvideo     | roq_dpcm    | enc_failed  |
| mpg         | dvvideo     | sonic       | enc_failed  |
| mpg         | dvvideo     | sonicls     | enc_failed  |
| mpg         | dvvideo     | vorbis      | enc_failed  |
| mpg         | dvvideo     | wmav1       | enc_failed  |
| mpg         | dvvideo     | wmav2       | enc_failed  |
| mpg         | ffv1        | aac         | enc_failed  |
| mpg         | ffv1        | ac3         | enc_failed  |
| mpg         | ffv1        | flac        | enc_failed  |
| mpg         | ffv1        | g726        | enc_failed  |
| mpg         | ffv1        | libamr_nb   | enc_failed  |
| mpg         | ffv1        | libamr_wb   | enc_failed  |
| mpg         | ffv1        | mp2         | enc_failed  |
| mpg         | ffv1        | mp3         | enc_failed  |
| mpg         | ffv1        | roq_dpcm    | enc_failed  |
| mpg         | ffv1        | sonic       | enc_failed  |
| mpg         | ffv1        | sonicls     | enc_failed  |
| mpg         | ffv1        | vorbis      | enc_failed  |
| mpg         | ffv1        | wmav1       | enc_failed  |
| mpg         | ffv1        | wmav2       | enc_failed  |
| mpg         | flv         | aac         | enc_failed  |
| mpg         | flv         | ac3         | enc_failed  |
| mpg         | flv         | flac        | enc_failed  |
| mpg         | flv         | g726        | enc_failed  |
| mpg         | flv         | libamr_nb   | enc_failed  |
| mpg         | flv         | libamr_wb   | enc_failed  |
| mpg         | flv         | mp2         | enc_failed  |
| mpg         | flv         | mp3         | enc_failed  |
| mpg         | flv         | roq_dpcm    | enc_failed  |
| mpg         | flv         | sonic       | enc_failed  |
| mpg         | flv         | sonicls     | enc_failed  |
| mpg         | flv         | vorbis      | enc_failed  |
| mpg         | flv         | wmav1       | enc_failed  |
| mpg         | flv         | wmav2       | enc_failed  |
| mpg         | h261        | aac         | enc_failed  |
| mpg         | h261        | ac3         | enc_failed  |
| mpg         | h261        | flac        | enc_failed  |
| mpg         | h261        | g726        | enc_failed  |
| mpg         | h261        | libamr_nb   | enc_failed  |
| mpg         | h261        | libamr_wb   | enc_failed  |
| mpg         | h261        | mp2         | enc_failed  |
| mpg         | h261        | mp3         | enc_failed  |
| mpg         | h261        | roq_dpcm    | enc_failed  |
| mpg         | h261        | sonic       | enc_failed  |
| mpg         | h261        | sonicls     | enc_failed  |
| mpg         | h261        | vorbis      | enc_failed  |
| mpg         | h261        | wmav1       | enc_failed  |
| mpg         | h261        | wmav2       | enc_failed  |
| mpg         | h263        | aac         | enc_failed  |
| mpg         | h263        | ac3         | enc_failed  |
| mpg         | h263        | flac        | enc_failed  |
| mpg         | h263        | g726        | enc_failed  |
| mpg         | h263        | libamr_nb   | enc_failed  |
| mpg         | h263        | libamr_wb   | enc_failed  |
| mpg         | h263        | mp2         | enc_failed  |
| mpg         | h263        | mp3         | enc_failed  |
| mpg         | h263        | roq_dpcm    | enc_failed  |
| mpg         | h263        | sonic       | enc_failed  |
| mpg         | h263        | sonicls     | enc_failed  |
| mpg         | h263        | vorbis      | enc_failed  |
| mpg         | h263        | wmav1       | enc_failed  |
| mpg         | h263        | wmav2       | enc_failed  |
| mpg         | h263p       | aac         | enc_failed  |
| mpg         | h263p       | ac3         | enc_failed  |
| mpg         | h263p       | flac        | enc_failed  |
| mpg         | h263p       | g726        | enc_failed  |
| mpg         | h263p       | libamr_nb   | enc_failed  |
| mpg         | h263p       | libamr_wb   | enc_failed  |
| mpg         | h263p       | mp2         | enc_failed  |
| mpg         | h263p       | mp3         | enc_failed  |
| mpg         | h263p       | roq_dpcm    | enc_failed  |
| mpg         | h263p       | sonic       | enc_failed  |
| mpg         | h263p       | sonicls     | enc_failed  |
| mpg         | h263p       | vorbis      | enc_failed  |
| mpg         | h263p       | wmav1       | enc_failed  |
| mpg         | h263p       | wmav2       | enc_failed  |
| mpg         | h264        | aac         | enc_failed  |
| mpg         | h264        | ac3         | enc_failed  |
| mpg         | h264        | flac        | enc_failed  |
| mpg         | h264        | g726        | enc_failed  |
| mpg         | h264        | libamr_nb   | enc_failed  |
| mpg         | h264        | libamr_wb   | enc_failed  |
| mpg         | h264        | mp2         | enc_failed  |
| mpg         | h264        | mp3         | enc_failed  |
| mpg         | h264        | roq_dpcm    | enc_failed  |
| mpg         | h264        | sonic       | enc_failed  |
| mpg         | h264        | sonicls     | enc_failed  |
| mpg         | h264        | vorbis      | enc_failed  |
| mpg         | h264        | wmav1       | enc_failed  |
| mpg         | h264        | wmav2       | enc_failed  |
| mpg         | huffyuv     | aac         | enc_failed  |
| mpg         | huffyuv     | ac3         | enc_failed  |
| mpg         | huffyuv     | flac        | enc_failed  |
| mpg         | huffyuv     | g726        | enc_failed  |
| mpg         | huffyuv     | libamr_nb   | enc_failed  |
| mpg         | huffyuv     | libamr_wb   | enc_failed  |
| mpg         | huffyuv     | mp2         | enc_failed  |
| mpg         | huffyuv     | mp3         | enc_failed  |
| mpg         | huffyuv     | roq_dpcm    | enc_failed  |
| mpg         | huffyuv     | sonic       | enc_failed  |
| mpg         | huffyuv     | sonicls     | enc_failed  |
| mpg         | huffyuv     | vorbis      | enc_failed  |
| mpg         | huffyuv     | wmav1       | enc_failed  |
| mpg         | huffyuv     | wmav2       | enc_failed  |
| mpg         | libtheora   | aac         | enc_failed  |
| mpg         | libtheora   | ac3         | enc_failed  |
| mpg         | libtheora   | flac        | enc_failed  |
| mpg         | libtheora   | g726        | enc_failed  |
| mpg         | libtheora   | libamr_nb   | enc_failed  |
| mpg         | libtheora   | libamr_wb   | enc_failed  |
| mpg         | libtheora   | mp2         | enc_failed  |
| mpg         | libtheora   | mp3         | enc_failed  |
| mpg         | libtheora   | roq_dpcm    | enc_failed  |
| mpg         | libtheora   | sonic       | enc_failed  |
| mpg         | libtheora   | sonicls     | enc_failed  |
| mpg         | libtheora   | vorbis      | enc_failed  |
| mpg         | libtheora   | wmav1       | enc_failed  |
| mpg         | libtheora   | wmav2       | enc_failed  |
| mpg         | ljpeg       | aac         | enc_failed  |
| mpg         | ljpeg       | ac3         | enc_failed  |
| mpg         | ljpeg       | flac        | enc_failed  |
| mpg         | ljpeg       | g726        | enc_failed  |
| mpg         | ljpeg       | libamr_nb   | enc_failed  |
| mpg         | ljpeg       | libamr_wb   | enc_failed  |
| mpg         | ljpeg       | mp2         | enc_failed  |
| mpg         | ljpeg       | mp3         | enc_failed  |
| mpg         | ljpeg       | roq_dpcm    | enc_failed  |
| mpg         | ljpeg       | sonic       | enc_failed  |
| mpg         | ljpeg       | sonicls     | enc_failed  |
| mpg         | ljpeg       | vorbis      | enc_failed  |
| mpg         | ljpeg       | wmav1       | enc_failed  |
| mpg         | ljpeg       | wmav2       | enc_failed  |
| mpg         | mjpeg       | aac         | enc_failed  |
| mpg         | mjpeg       | ac3         | enc_failed  |
| mpg         | mjpeg       | flac        | enc_failed  |
| mpg         | mjpeg       | g726        | enc_failed  |
| mpg         | mjpeg       | libamr_nb   | enc_failed  |
| mpg         | mjpeg       | libamr_wb   | enc_failed  |
| mpg         | mjpeg       | mp2         | enc_failed  |
| mpg         | mjpeg       | mp3         | enc_failed  |
| mpg         | mjpeg       | roq_dpcm    | enc_failed  |
| mpg         | mjpeg       | sonic       | enc_failed  |
| mpg         | mjpeg       | sonicls     | enc_failed  |
| mpg         | mjpeg       | vorbis      | enc_failed  |
| mpg         | mjpeg       | wmav1       | enc_failed  |
| mpg         | mjpeg       | wmav2       | enc_failed  |
| mpg         | mpeg1video  | aac         | enc_failed  |
| mpg         | mpeg1video  | ac3         | enc_failed  |
| mpg         | mpeg1video  | flac        | enc_failed  |
| mpg         | mpeg1video  | g726        | enc_failed  |
| mpg         | mpeg1video  | libamr_nb   | enc_failed  |
| mpg         | mpeg1video  | libamr_wb   | enc_failed  |
| mpg         | mpeg1video  | mp2         | enc_failed  |
| mpg         | mpeg1video  | mp3         | enc_failed  |
| mpg         | mpeg1video  | roq_dpcm    | enc_failed  |
| mpg         | mpeg1video  | sonic       | enc_failed  |
| mpg         | mpeg1video  | sonicls     | enc_failed  |
| mpg         | mpeg1video  | vorbis      | enc_failed  |
| mpg         | mpeg1video  | wmav1       | enc_failed  |
| mpg         | mpeg1video  | wmav2       | enc_failed  |
| mpg         | mpeg2video  | aac         | enc_failed  |
| mpg         | mpeg2video  | ac3         | enc_failed  |
| mpg         | mpeg2video  | flac        | enc_failed  |
| mpg         | mpeg2video  | g726        | enc_failed  |
| mpg         | mpeg2video  | libamr_nb   | enc_failed  |
| mpg         | mpeg2video  | libamr_wb   | enc_failed  |
| mpg         | mpeg2video  | mp2         | enc_failed  |
| mpg         | mpeg2video  | mp3         | enc_failed  |
| mpg         | mpeg2video  | roq_dpcm    | enc_failed  |
| mpg         | mpeg2video  | sonic       | enc_failed  |
| mpg         | mpeg2video  | sonicls     | enc_failed  |
| mpg         | mpeg2video  | vorbis      | enc_failed  |
| mpg         | mpeg2video  | wmav1       | enc_failed  |
| mpg         | mpeg2video  | wmav2       | enc_failed  |
| mpg         | mpeg4       | aac         | enc_failed  |
| mpg         | mpeg4       | ac3         | enc_failed  |
| mpg         | mpeg4       | flac        | enc_failed  |
| mpg         | mpeg4       | g726        | enc_failed  |
| mpg         | mpeg4       | libamr_nb   | enc_failed  |
| mpg         | mpeg4       | libamr_wb   | enc_failed  |
| mpg         | mpeg4       | mp2         | enc_failed  |
| mpg         | mpeg4       | mp3         | enc_failed  |
| mpg         | mpeg4       | roq_dpcm    | enc_failed  |
| mpg         | mpeg4       | sonic       | enc_failed  |
| mpg         | mpeg4       | sonicls     | enc_failed  |
| mpg         | mpeg4       | vorbis      | enc_failed  |
| mpg         | mpeg4       | wmav1       | enc_failed  |
| mpg         | mpeg4       | wmav2       | enc_failed  |
| mpg         | msmpeg4     | aac         | enc_failed  |
| mpg         | msmpeg4     | ac3         | enc_failed  |
| mpg         | msmpeg4     | flac        | enc_failed  |
| mpg         | msmpeg4     | g726        | enc_failed  |
| mpg         | msmpeg4     | libamr_nb   | enc_failed  |
| mpg         | msmpeg4     | libamr_wb   | enc_failed  |
| mpg         | msmpeg4     | mp2         | enc_failed  |
| mpg         | msmpeg4     | mp3         | enc_failed  |
| mpg         | msmpeg4     | roq_dpcm    | enc_failed  |
| mpg         | msmpeg4     | sonic       | enc_failed  |
| mpg         | msmpeg4     | sonicls     | enc_failed  |
| mpg         | msmpeg4     | vorbis      | enc_failed  |
| mpg         | msmpeg4     | wmav1       | enc_failed  |
| mpg         | msmpeg4     | wmav2       | enc_failed  |
| mpg         | msmpeg4v2   | aac         | enc_failed  |
| mpg         | msmpeg4v2   | ac3         | enc_failed  |
| mpg         | msmpeg4v2   | flac        | enc_failed  |
| mpg         | msmpeg4v2   | g726        | enc_failed  |
| mpg         | msmpeg4v2   | libamr_nb   | enc_failed  |
| mpg         | msmpeg4v2   | libamr_wb   | enc_failed  |
| mpg         | msmpeg4v2   | mp2         | enc_failed  |
| mpg         | msmpeg4v2   | mp3         | enc_failed  |
| mpg         | msmpeg4v2   | roq_dpcm    | enc_failed  |
| mpg         | msmpeg4v2   | sonic       | enc_failed  |
| mpg         | msmpeg4v2   | sonicls     | enc_failed  |
| mpg         | msmpeg4v2   | vorbis      | enc_failed  |
| mpg         | msmpeg4v2   | wmav1       | enc_failed  |
| mpg         | msmpeg4v2   | wmav2       | enc_failed  |
| mpg         | roqvideo    | aac         | enc_failed  |
| mpg         | roqvideo    | ac3         | enc_failed  |
| mpg         | roqvideo    | flac        | enc_failed  |
| mpg         | roqvideo    | g726        | enc_failed  |
| mpg         | roqvideo    | libamr_nb   | enc_failed  |
| mpg         | roqvideo    | libamr_wb   | enc_failed  |
| mpg         | roqvideo    | mp2         | enc_failed  |
| mpg         | roqvideo    | mp3         | enc_failed  |
| mpg         | roqvideo    | roq_dpcm    | enc_failed  |
| mpg         | roqvideo    | sonic       | enc_failed  |
| mpg         | roqvideo    | sonicls     | enc_failed  |
| mpg         | roqvideo    | vorbis      | enc_failed  |
| mpg         | roqvideo    | wmav1       | enc_failed  |
| mpg         | roqvideo    | wmav2       | enc_failed  |
| mpg         | rv10        | aac         | enc_failed  |
| mpg         | rv10        | ac3         | enc_failed  |
| mpg         | rv10        | flac        | enc_failed  |
| mpg         | rv10        | g726        | enc_failed  |
| mpg         | rv10        | libamr_nb   | enc_failed  |
| mpg         | rv10        | libamr_wb   | enc_failed  |
| mpg         | rv10        | mp2         | enc_failed  |
| mpg         | rv10        | mp3         | enc_failed  |
| mpg         | rv10        | roq_dpcm    | enc_failed  |
| mpg         | rv10        | sonic       | enc_failed  |
| mpg         | rv10        | sonicls     | enc_failed  |
| mpg         | rv10        | vorbis      | enc_failed  |
| mpg         | rv10        | wmav1       | enc_failed  |
| mpg         | rv10        | wmav2       | enc_failed  |
| mpg         | snow        | aac         | enc_failed  |
| mpg         | snow        | ac3         | enc_failed  |
| mpg         | snow        | flac        | enc_failed  |
| mpg         | snow        | g726        | enc_failed  |
| mpg         | snow        | libamr_nb   | enc_failed  |
| mpg         | snow        | libamr_wb   | enc_failed  |
| mpg         | snow        | mp2         | enc_failed  |
| mpg         | snow        | mp3         | enc_failed  |
| mpg         | snow        | roq_dpcm    | enc_failed  |
| mpg         | snow        | sonic       | enc_failed  |
| mpg         | snow        | sonicls     | enc_failed  |
| mpg         | snow        | vorbis      | enc_failed  |
| mpg         | snow        | wmav1       | enc_failed  |
| mpg         | snow        | wmav2       | enc_failed  |
| mpg         | svq1        | aac         | enc_failed  |
| mpg         | svq1        | ac3         | enc_failed  |
| mpg         | svq1        | flac        | enc_failed  |
| mpg         | svq1        | g726        | enc_failed  |
| mpg         | svq1        | libamr_nb   | enc_failed  |
| mpg         | svq1        | libamr_wb   | enc_failed  |
| mpg         | svq1        | mp2         | enc_failed  |
| mpg         | svq1        | mp3         | enc_failed  |
| mpg         | svq1        | roq_dpcm    | enc_failed  |
| mpg         | svq1        | sonic       | enc_failed  |
| mpg         | svq1        | sonicls     | enc_failed  |
| mpg         | svq1        | vorbis      | enc_failed  |
| mpg         | svq1        | wmav1       | enc_failed  |
| mpg         | svq1        | wmav2       | enc_failed  |
| mpg         | wmv1        | aac         | enc_failed  |
| mpg         | wmv1        | ac3         | enc_failed  |
| mpg         | wmv1        | flac        | enc_failed  |
| mpg         | wmv1        | g726        | enc_failed  |
| mpg         | wmv1        | libamr_nb   | enc_failed  |
| mpg         | wmv1        | libamr_wb   | enc_failed  |
| mpg         | wmv1        | mp2         | enc_failed  |
| mpg         | wmv1        | mp3         | enc_failed  |
| mpg         | wmv1        | roq_dpcm    | enc_failed  |
| mpg         | wmv1        | sonic       | enc_failed  |
| mpg         | wmv1        | sonicls     | enc_failed  |
| mpg         | wmv1        | vorbis      | enc_failed  |
| mpg         | wmv1        | wmav1       | enc_failed  |
| mpg         | wmv1        | wmav2       | enc_failed  |
| mpg         | wmv2        | aac         | enc_failed  |
| mpg         | wmv2        | ac3         | enc_failed  |
| mpg         | wmv2        | flac        | enc_failed  |
| mpg         | wmv2        | g726        | enc_failed  |
| mpg         | wmv2        | libamr_nb   | enc_failed  |
| mpg         | wmv2        | libamr_wb   | enc_failed  |
| mpg         | wmv2        | mp2         | enc_failed  |
| mpg         | wmv2        | mp3         | enc_failed  |
| mpg         | wmv2        | roq_dpcm    | enc_failed  |
| mpg         | wmv2        | sonic       | enc_failed  |
| mpg         | wmv2        | sonicls     | enc_failed  |
| mpg         | wmv2        | vorbis      | enc_failed  |
| mpg         | wmv2        | wmav1       | enc_failed  |
| mpg         | wmv2        | wmav2       | enc_failed  |
| mpg         | xvid        | aac         | enc_failed  |
| mpg         | xvid        | ac3         | enc_failed  |
| mpg         | xvid        | flac        | enc_failed  |
| mpg         | xvid        | g726        | enc_failed  |
| mpg         | xvid        | libamr_nb   | enc_failed  |
| mpg         | xvid        | libamr_wb   | enc_failed  |
| mpg         | xvid        | mp2         | enc_failed  |
| mpg         | xvid        | mp3         | enc_failed  |
| mpg         | xvid        | roq_dpcm    | enc_failed  |
| mpg         | xvid        | sonic       | enc_failed  |
| mpg         | xvid        | sonicls     | enc_failed  |
| mpg         | xvid        | vorbis      | enc_failed  |
| mpg         | xvid        | wmav1       | enc_failed  |
| mpg         | xvid        | wmav2       | enc_failed  |
| mp4         | asv1        | aac         | enc_failed  |
| mp4         | asv1        | ac3         | enc_failed  |
| mp4         | asv1        | flac        | enc_failed  |
| mp4         | asv1        | g726        | enc_failed  |
| mp4         | asv1        | libamr_nb   | enc_failed  |
| mp4         | asv1        | libamr_wb   | enc_failed  |
| mp4         | asv1        | mp2         | enc_failed  |
| mp4         | asv1        | mp3         | enc_failed  |
| mp4         | asv1        | roq_dpcm    | enc_failed  |
| mp4         | asv1        | sonic       | enc_failed  |
| mp4         | asv1        | sonicls     | enc_failed  |
| mp4         | asv1        | vorbis      | enc_failed  |
| mp4         | asv1        | wmav1       | enc_failed  |
| mp4         | asv1        | wmav2       | enc_failed  |
| mp4         | asv2        | aac         | enc_failed  |
| mp4         | asv2        | ac3         | enc_failed  |
| mp4         | asv2        | flac        | enc_failed  |
| mp4         | asv2        | g726        | enc_failed  |
| mp4         | asv2        | libamr_nb   | enc_failed  |
| mp4         | asv2        | libamr_wb   | enc_failed  |
| mp4         | asv2        | mp2         | enc_failed  |
| mp4         | asv2        | mp3         | enc_failed  |
| mp4         | asv2        | roq_dpcm    | enc_failed  |
| mp4         | asv2        | sonic       | enc_failed  |
| mp4         | asv2        | sonicls     | enc_failed  |
| mp4         | asv2        | vorbis      | enc_failed  |
| mp4         | asv2        | wmav1       | enc_failed  |
| mp4         | asv2        | wmav2       | enc_failed  |
| mp4         | dvvideo     | aac         | enc_failed  |
| mp4         | dvvideo     | ac3         | enc_failed  |
| mp4         | dvvideo     | flac        | enc_failed  |
| mp4         | dvvideo     | g726        | enc_failed  |
| mp4         | dvvideo     | libamr_nb   | enc_failed  |
| mp4         | dvvideo     | libamr_wb   | enc_failed  |
| mp4         | dvvideo     | mp2         | enc_failed  |
| mp4         | dvvideo     | mp3         | enc_failed  |
