# Generated with codectest (time: 467min)

Tools detected:
+ mencoder dev-SVN-r26753-4.1.2
+ mkvmerge v2.2.0
+ mp4creator 1.5.0.1
+ mplayer dev-SVN-r26753-4.1.2
+ ogmmerge v1.5
+ undvd 0.6.1

+-------------+-------------+-------------+-------------+
| container   | vcodec      | acodec      | status      |
| au          | mpeg4       | vorbis      | enc_failed  |
| au          | mpeg4       | wmav1       | enc_failed  |
| au          | mpeg4       | wmav2       | enc_failed  |
| au          | msmpeg4     | aac         | enc_failed  |
| au          | msmpeg4     | ac3         | enc_failed  |
| au          | msmpeg4     | flac        | enc_failed  |
| au          | msmpeg4     | g726        | enc_failed  |
| au          | msmpeg4     | libamr_nb   | enc_failed  |
| au          | msmpeg4     | libamr_wb   | enc_failed  |
| au          | msmpeg4     | mp2         | enc_failed  |
| au          | msmpeg4     | mp3         | enc_failed  |
| au          | msmpeg4     | roq_dpcm    | enc_failed  |
| au          | msmpeg4     | sonic       | enc_failed  |
| au          | msmpeg4     | sonicls     | enc_failed  |
| au          | msmpeg4     | vorbis      | enc_failed  |
| au          | msmpeg4     | wmav1       | enc_failed  |
| au          | msmpeg4     | wmav2       | enc_failed  |
| au          | msmpeg4v2   | aac         | enc_failed  |
| au          | msmpeg4v2   | ac3         | enc_failed  |
| au          | msmpeg4v2   | flac        | enc_failed  |
| au          | msmpeg4v2   | g726        | enc_failed  |
| au          | msmpeg4v2   | libamr_nb   | enc_failed  |
| au          | msmpeg4v2   | libamr_wb   | enc_failed  |
| au          | msmpeg4v2   | mp2         | enc_failed  |
| au          | msmpeg4v2   | mp3         | enc_failed  |
| au          | msmpeg4v2   | roq_dpcm    | enc_failed  |
| au          | msmpeg4v2   | sonic       | enc_failed  |
| au          | msmpeg4v2   | sonicls     | enc_failed  |
| au          | msmpeg4v2   | vorbis      | enc_failed  |
| au          | msmpeg4v2   | wmav1       | enc_failed  |
| au          | msmpeg4v2   | wmav2       | enc_failed  |
| au          | roqvideo    | aac         | enc_failed  |
| au          | roqvideo    | ac3         | enc_failed  |
| au          | roqvideo    | flac        | enc_failed  |
| au          | roqvideo    | g726        | enc_failed  |
| au          | roqvideo    | libamr_nb   | enc_failed  |
| au          | roqvideo    | libamr_wb   | enc_failed  |
| au          | roqvideo    | mp2         | enc_failed  |
| au          | roqvideo    | mp3         | enc_failed  |
| au          | roqvideo    | roq_dpcm    | enc_failed  |
| au          | roqvideo    | sonic       | enc_failed  |
| au          | roqvideo    | sonicls     | enc_failed  |
| au          | roqvideo    | vorbis      | enc_failed  |
| au          | roqvideo    | wmav1       | enc_failed  |
| au          | roqvideo    | wmav2       | enc_failed  |
| au          | rv10        | aac         | ok          |
| au          | rv10        | ac3         | ok          |
| au          | rv10        | flac        | ok          |
| au          | rv10        | g726        | enc_failed  |
| au          | rv10        | libamr_nb   | enc_failed  |
| au          | rv10        | libamr_wb   | enc_failed  |
| au          | rv10        | mp2         | ok          |
| au          | rv10        | mp3         | ok          |
| au          | rv10        | roq_dpcm    | enc_failed  |
| au          | rv10        | sonic       | ok          |
| au          | rv10        | sonicls     | ok          |
| au          | rv10        | vorbis      | ok          |
| au          | rv10        | wmav1       | ok          |
| au          | rv10        | wmav2       | ok          |
| au          | snow        | aac         | enc_failed  |
| au          | snow        | ac3         | enc_failed  |
| au          | snow        | flac        | enc_failed  |
| au          | snow        | g726        | enc_failed  |
| au          | snow        | libamr_nb   | enc_failed  |
| au          | snow        | libamr_wb   | enc_failed  |
| au          | snow        | mp2         | enc_failed  |
| au          | snow        | mp3         | enc_failed  |
| au          | snow        | roq_dpcm    | enc_failed  |
| au          | snow        | sonic       | enc_failed  |
| au          | snow        | sonicls     | enc_failed  |
| au          | snow        | vorbis      | enc_failed  |
| au          | snow        | wmav1       | enc_failed  |
| au          | snow        | wmav2       | enc_failed  |
| au          | svq1        | aac         | enc_failed  |
| au          | svq1        | ac3         | enc_failed  |
| au          | svq1        | flac        | enc_failed  |
| au          | svq1        | g726        | enc_failed  |
| au          | svq1        | libamr_nb   | enc_failed  |
| au          | svq1        | libamr_wb   | enc_failed  |
| au          | svq1        | mp2         | enc_failed  |
| au          | svq1        | mp3         | enc_failed  |
| au          | svq1        | roq_dpcm    | enc_failed  |
| au          | svq1        | sonic       | enc_failed  |
| au          | svq1        | sonicls     | enc_failed  |
| au          | svq1        | vorbis      | enc_failed  |
| au          | svq1        | wmav1       | enc_failed  |
| au          | svq1        | wmav2       | enc_failed  |
| au          | wmv1        | aac         | enc_failed  |
| au          | wmv1        | ac3         | enc_failed  |
| au          | wmv1        | flac        | enc_failed  |
| au          | wmv1        | g726        | enc_failed  |
| au          | wmv1        | libamr_nb   | enc_failed  |
| au          | wmv1        | libamr_wb   | enc_failed  |
| au          | wmv1        | mp2         | enc_failed  |
| au          | wmv1        | mp3         | enc_failed  |
| au          | wmv1        | roq_dpcm    | enc_failed  |
| au          | wmv1        | sonic       | enc_failed  |
| au          | wmv1        | sonicls     | enc_failed  |
| au          | wmv1        | vorbis      | enc_failed  |
| au          | wmv1        | wmav1       | enc_failed  |
| au          | wmv1        | wmav2       | enc_failed  |
| au          | wmv2        | aac         | enc_failed  |
| au          | wmv2        | ac3         | enc_failed  |
| au          | wmv2        | flac        | enc_failed  |
| au          | wmv2        | g726        | enc_failed  |
| au          | wmv2        | libamr_nb   | enc_failed  |
| au          | wmv2        | libamr_wb   | enc_failed  |
| au          | wmv2        | mp2         | enc_failed  |
| au          | wmv2        | mp3         | enc_failed  |
| au          | wmv2        | roq_dpcm    | enc_failed  |
| au          | wmv2        | sonic       | enc_failed  |
| au          | wmv2        | sonicls     | enc_failed  |
| au          | wmv2        | vorbis      | enc_failed  |
| au          | wmv2        | wmav1       | enc_failed  |
| au          | wmv2        | wmav2       | enc_failed  |
| au          | xvid        | aac         | enc_failed  |
| au          | xvid        | ac3         | enc_failed  |
| au          | xvid        | flac        | enc_failed  |
| au          | xvid        | g726        | enc_failed  |
| au          | xvid        | libamr_nb   | enc_failed  |
| au          | xvid        | libamr_wb   | enc_failed  |
| au          | xvid        | mp2         | enc_failed  |
| au          | xvid        | mp3         | enc_failed  |
| au          | xvid        | roq_dpcm    | enc_failed  |
| au          | xvid        | sonic       | enc_failed  |
| au          | xvid        | sonicls     | enc_failed  |
| au          | xvid        | vorbis      | enc_failed  |
| au          | xvid        | wmav1       | enc_failed  |
| au          | xvid        | wmav2       | enc_failed  |
| avi         | asv1        | aac         | ok          |
| avi         | asv1        | ac3         | ok          |
| avi         | asv1        | flac        | ok          |
| avi         | asv1        | g726        | enc_failed  |
| avi         | asv1        | libamr_nb   | enc_failed  |
| avi         | asv1        | libamr_wb   | enc_failed  |
| avi         | asv1        | mp2         | ok          |
| avi         | asv1        | mp3         | ok          |
| avi         | asv1        | roq_dpcm    | enc_failed  |
| avi         | asv1        | sonic       | ok          |
| avi         | asv1        | sonicls     | ok          |
| avi         | asv1        | vorbis      | ok          |
| avi         | asv1        | wmav1       | ok          |
| avi         | asv1        | wmav2       | ok          |
| avi         | asv2        | aac         | ok          |
| avi         | asv2        | ac3         | ok          |
| avi         | asv2        | flac        | ok          |
| avi         | asv2        | g726        | enc_failed  |
| avi         | asv2        | libamr_nb   | enc_failed  |
| avi         | asv2        | libamr_wb   | enc_failed  |
| avi         | asv2        | mp2         | ok          |
| avi         | asv2        | mp3         | ok          |
| avi         | asv2        | roq_dpcm    | enc_failed  |
| avi         | asv2        | sonic       | ok          |
| avi         | asv2        | sonicls     | ok          |
| avi         | asv2        | vorbis      | ok          |
| avi         | asv2        | wmav1       | ok          |
| avi         | asv2        | wmav2       | ok          |
| avi         | dvvideo     | aac         | ok          |
| avi         | dvvideo     | ac3         | ok          |
| avi         | dvvideo     | flac        | ok          |
| avi         | dvvideo     | g726        | enc_failed  |
| avi         | dvvideo     | libamr_nb   | enc_failed  |
| avi         | dvvideo     | libamr_wb   | enc_failed  |
| avi         | dvvideo     | mp2         | ok          |
| avi         | dvvideo     | mp3         | ok          |
| avi         | dvvideo     | roq_dpcm    | enc_failed  |
| avi         | dvvideo     | sonic       | ok          |
| avi         | dvvideo     | sonicls     | ok          |
| avi         | dvvideo     | vorbis      | ok          |
| avi         | dvvideo     | wmav1       | ok          |
| avi         | dvvideo     | wmav2       | ok          |
| avi         | ffv1        | aac         | ok          |
| avi         | ffv1        | ac3         | ok          |
| avi         | ffv1        | flac        | ok          |
| avi         | ffv1        | g726        | enc_failed  |
| avi         | ffv1        | libamr_nb   | enc_failed  |
| avi         | ffv1        | libamr_wb   | enc_failed  |
| avi         | ffv1        | mp2         | ok          |
| avi         | ffv1        | mp3         | ok          |
| avi         | ffv1        | roq_dpcm    | enc_failed  |
| avi         | ffv1        | sonic       | ok          |
| avi         | ffv1        | sonicls     | ok          |
| avi         | ffv1        | vorbis      | ok          |
| avi         | ffv1        | wmav1       | ok          |
| avi         | ffv1        | wmav2       | ok          |
| avi         | flv         | aac         | ok          |
| avi         | flv         | ac3         | ok          |
| avi         | flv         | flac        | ok          |
| avi         | flv         | g726        | enc_failed  |
| avi         | flv         | libamr_nb   | enc_failed  |
| avi         | flv         | libamr_wb   | enc_failed  |
| avi         | flv         | mp2         | ok          |
| avi         | flv         | mp3         | ok          |
| avi         | flv         | roq_dpcm    | enc_failed  |
| avi         | flv         | sonic       | ok          |
| avi         | flv         | sonicls     | ok          |
| avi         | flv         | vorbis      | ok          |
| avi         | flv         | wmav1       | ok          |
| avi         | flv         | wmav2       | ok          |
| avi         | h261        | aac         | enc_failed  |
| avi         | h261        | ac3         | enc_failed  |
| avi         | h261        | flac        | enc_failed  |
| avi         | h261        | g726        | enc_failed  |
